gene_name,log10FPKM,,,
ankrd6a,-0.413,,,
ankrd6b,0.634,,,
ankrd9,0.950,,,
anks1aa,0.909,,,
anks1ab,-0.737,,,
anks1b,1.439,,,
anks3,-0.215,,,
anks4b,-0.591,,,
anks6,0.188,,,
ankzf1,0.740,,,
anln,1.528,,,
ano1,0.555,,,
ano10a,1.612,,,
ano10b,1.225,,,
ano11,-2.000,,,
ano2,-0.137,,,
ANO2 (1 of many),-0.247,,,
ano3,-0.513,,,
ano5a,-0.316,,,
ano5b,-0.038,,,
ano6,-1.062,,,
ANO7,-1.030,,,
ano8a,-0.921,,,
ano8b,-1.331,,,
ano9a,-0.428,,,
ano9b,0.896,,,
anos1a,0.468,,,
anos1b,0.056,,,
anp32a,2.168,,,
anp32b,1.795,,,
anp32e,1.618,,,
ANPEP,-0.854,,,
anpepa,-1.398,,,
anpepb,-0.469,,,
antxr1a,-1.574,,,
antxr1b,-1.331,,,
antxr1c,-0.284,,,
antxr1d,0.576,,,
antxr2a,0.927,,,
antxr2b,-1.097,,,
ANXA1 (1 of many),0.504,,,
anxa11a,2.049,,,
anxa11b,2.374,,,
anxa13,0.154,,,
anxa13l,0.491,,,
anxa1a,2.873,,,
anxa1b,0.943,,,
anxa1c,0.930,,,
anxa2a,2.706,,,
anxa2b,0.545,,,
anxa3a,1.437,,,
anxa3b,1.846,,,
anxa4,1.940,,,
anxa5a,-0.353,,,
anxa5b,1.671,,,
anxa6,0.484,,,
aoc1,-0.301,,,
aoc2,2.013,,,
aox5,-0.004,,,
aox6,0.330,,,
ap1ar,0.016,,,
ap1b1,1.259,,,
ap1g1,0.922,,,
ap1g2,1.108,,,
ap1m1,0.753,,,
ap1m2,1.294,,,
ap1m3,0.083,,,
ap1s1,1.725,,,
ap1s2,0.873,,,
ap1s3a,-0.106,,,
ap1s3b,0.959,,,
ap2a1,1.136,,,
ap2b1,1.505,,,
ap2m1a,1.965,,,
ap2m1b,1.507,,,
ap2s1,1.028,,,
ap3b1a,1.338,,,
AP3B2,-0.304,,,
ap3d1,1.028,,,
ap3m1,1.350,,,
ap3m2,0.408,,,
ap3s2,1.325,,,
ap4b1,0.751,,,
ap4e1,0.576,,,
ap4m1,0.308,,,
ap4s1,1.284,,,
ap5b1,0.058,,,
ap5m1,0.439,,,
ap5s1,1.015,,,
ap5z1,0.459,,,
apaf1,1.264,,,
apba1a,-0.805,,,
apba1b,0.594,,,
apba2a,-0.499,,,
apba2b,0.270,,,
APBA3,-0.814,,,
apbb1,0.682,,,
apbb1ip,1.098,,,
apbb2b,1.126,,,
apbb3,-0.778,,,
apc,0.714,,,
apc2,-0.334,,,
apcdd1l,-0.574,,,
apeh,1.009,,,
apela,-0.602,,,
apex1,1.097,,,
apex2,0.181,,,
aph1b,1.391,,,
api5,1.267,,,
apip,1.727,,,
apln,0.639,,,
aplnr2,0.204,,,
aplnra,1.702,,,
aplnrb,0.093,,,
aplp1,0.123,,,
aplp2,1.421,,,
apmap,1.298,,,
apnl,-4.000,,,
apoa1a,0.237,,,
apoa1b,1.263,,,
apoa2,1.498,,,
apoa4a,-1.699,,,
apoa4b.1,0.657,,,
apoa4b.2,-0.187,,,
apoba,-4.000,,,
apobb.1,-0.814,,,
apobb.2,-2.477,,,
apobec2a,0.150,,,
apobec2b,-4.000,,,
apoc1,0.358,,,
apoc2,0.597,,,
apoc4,-1.523,,,
apoda.1,0.321,,,
apoda.2,0.993,,,
apodb,0.708,,,
apoea,-4.000,,,
apoeb,3.124,,,
apof,0.273,,,
apol1,1.120,,,
apom,-0.086,,,
apooa,1.104,,,
apoob,0.610,,,
apool,1.139,,,
apopt1,0.566,,,
appa,2.113,,,
appb,1.351,,,
appbp2,1.143,,,
appl1,0.934,,,
appl2,0.852,,,
aprt,0.769,,,
aptx,0.049,,,
aqp10a,-4.000,,,
aqp10b,-2.477,,,
aqp11,0.218,,,
aqp12,-4.000,,,
aqp1a.1,0.458,,,
aqp1a.2,-4.000,,,
aqp3a,2.931,,,
aqp3b,-4.000,,,
aqp4,-0.384,,,
aqp7,-4.000,,,
aqp8a.1,0.069,,,
aqp8a.2,-0.129,,,
aqp8b,0.211,,,
aqp9a,-4.000,,,
aqp9b,0.522,,,
aqr,1.066,,,
ar,-0.714,,,
araf,0.911,,,
arap1,-0.281,,,
arap1a,-1.778,,,
arap3,-0.139,,,
arcn1a,1.449,,,
arcn1b,1.511,,,
areg,-1.135,,,
AREL1,0.396,,,
arf1,1.305,,,
arf2a,1.872,,,
arf2b,2.163,,,
arf3a,-4.000,,,
arf3b,-0.805,,,
arf4a,0.810,,,
arf4b,-0.172,,,
arf5,1.800,,,
ARF5 (1 of many),0.184,,,
arf6a,1.420,,,
arf6b,1.720,,,
arfgap1,0.933,,,
arfgap2,1.358,,,
arfgap3,1.150,,,
arfgef1,0.755,,,
arfgef2,0.704,,,
arfgef3,-0.986,,,
arfip1,1.967,,,
arfip2a,0.745,,,
arfip2b,0.189,,,
arfrp1,1.267,,,
arg1,-4.000,,,
arg2,1.236,,,
arglu1a,0.797,,,
arglu1b,1.006,,,
arhgap1,1.294,,,
arhgap10,1.338,,,
arhgap11a,1.027,,,
arhgap12a,1.327,,,
arhgap12b,0.188,,,
arhgap15,-2.477,,,
arhgap17a,0.768,,,
arhgap17b,1.838,,,
arhgap18,0.999,,,
arhgap19,1.037,,,
arhgap20,-0.147,,,
arhgap20b,-4.000,,,
arhgap21a,-0.001,,,
arhgap21b,0.718,,,
arhgap22,-1.875,,,
ARHGAP22 (1 of many),-0.295,,,
arhgap23a,1.086,,,
arhgap23b,-0.490,,,
arhgap24,0.793,,,
arhgap25,0.916,,,
arhgap27,-0.380,,,
arhgap27l,1.360,,,
arhgap28,0.279,,,
arhgap29a,-0.307,,,
arhgap29b,0.584,,,
arhgap31,-0.558,,,
arhgap32a,0.385,,,
arhgap32b,0.618,,,
arhgap33,0.052,,,
arhgap35a,0.776,,,
arhgap35b,0.096,,,
arhgap36,0.829,,,
arhgap39,-1.398,,,
arhgap42a,0.547,,,
arhgap42b,-0.131,,,
arhgap44,-0.432,,,
arhgap4a,0.481,,,
arhgap4b,-0.189,,,
arhgap5,1.128,,,
ARHGAP6,-0.353,,,
arhgdia,2.205,,,
arhgdig,2.125,,,
arhgef10,0.958,,,
arhgef10la,-0.301,,,
arhgef10lb,0.934,,,
arhgef11,0.307,,,
arhgef12a,0.867,,,
arhgef12b,1.099,,,
arhgef15,-4.000,,,
arhgef16,1.564,,,
ARHGEF17,-0.021,,,
arhgef18a,0.340,,,
arhgef18b,-0.030,,,
arhgef19,1.538,,,
arhgef1a,0.589,,,
arhgef1b,1.222,,,
arhgef2,0.292,,,
arhgef25b,1.971,,,
arhgef28,-0.262,,,
arhgef3,-1.363,,,
arhgef33,-0.678,,,
arhgef37,-0.391,,,
arhgef38,-0.090,,,
arhgef39,0.856,,,
arhgef3l,-1.015,,,
arhgef4,1.015,,,
arhgef40,-0.436,,,
arhgef5,1.376,,,
arhgef6,0.384,,,
arhgef7a,0.516,,,
arhgef7b,1.215,,,
arhgef9a,-0.147,,,
arhgef9b,-1.135,,,
arid1aa,0.564,,,
arid1ab,0.601,,,
arid1b,0.544,,,
arid2,0.344,,,
arid3a,0.730,,,
arid3b,1.691,,,
arid3c,1.094,,,
arid4a,1.177,,,
arid5a,-0.678,,,
arid5b,1.232,,,
arid6,-0.304,,,
arih1,1.061,,,
arih1l,1.019,,,
arih2,1.646,,,
arl1,1.766,,,
arl11,-0.257,,,
arl13a,0.425,,,
arl13b,0.740,,,
arl14,-0.316,,,
arl14ep,1.316,,,
arl15a,-0.237,,,
arl15b,1.025,,,
arl16,0.536,,,
arl2,1.259,,,
arl2bp,0.567,,,
arl3,0.328,,,
arl3l1,0.531,,,
arl3l2,0.730,,,
arl4aa,0.763,,,
arl4ab,1.036,,,
arl4ca,1.696,,,
arl4cb,1.438,,,
arl4d,1.045,,,
arl5a,1.280,,,
arl5c,1.874,,,
arl6,0.707,,,
arl6ip1,1.928,,,
arl6ip4,0.896,,,
arl6ip5a,0.212,,,
arl6ip5b,1.509,,,
arl6ip6,0.591,,,
arl8,0.882,,,
arl8a,1.272,,,
arl8ba,1.295,,,
arl8bb,0.577,,,
arl9,1.081,,,
armc1,1.053,,,
armc10,0.054,,,
armc1l,1.352,,,
armc2,-2.176,,,
armc3,-0.387,,,
armc4,-0.678,,,
armc5,-0.183,,,
ARMC6,-0.097,,,
armc7,0.140,,,
armc8,0.726,,,
armc9,0.789,,,
armh1,-1.301,,,
armh3,0.566,,,
armt1,0.412,,,
arnt,0.858,,,
arnt2,0.393,,,
arntl1a,1.423,,,
arntl1b,0.907,,,
arntl2,0.697,,,
arpc1a,1.834,,,
arpc1b,2.200,,,
arpc2,2.885,,,
arpc3,2.923,,,
arpc4,2.561,,,
arpc4l,2.234,,,
arpc5a,1.595,,,
arpc5b,2.494,,,
arpc5la,0.728,,,
arpc5lb,0.884,,,
arpin,1.326,,,
arpp19a,1.264,,,
arpp19b,1.353,,,
arpp21,-0.076,,,
arr3a,1.967,,,
arr3b,1.172,,,
arrb1,-1.331,,,
arrb2a,0.563,,,
arrb2b,1.419,,,
arrdc1a,1.353,,,
arrdc1b,0.463,,,
arrdc2,0.878,,,
arrdc3a,1.609,,,
arrdc3b,1.742,,,
arsa,0.494,,,
ARSB,1.026,,,
arsg,-0.161,,,
arsh,0.671,,,
arsia,0.020,,,
arsib,0.004,,,
arsj,0.742,,,
arsk,0.628,,,
art4,-4.000,,,
artna,-0.486,,,
artna,-2.000,,,
artnb,-0.057,,,
arv1,0.423,,,
arvcfa,-0.363,,,
arvcfb,0.719,,,
arxa,-0.834,,,
arxb,-1.000,,,
as3mt,0.659,,,
asah1a,0.975,,,
asah1b,1.223,,,
asah2,-0.548,,,
asap1a,0.566,,,
asap1b,0.061,,,
asap2a,0.023,,,
asap2b,1.777,,,
asap3,0.761,,,
asb1,-0.064,,,
asb10,-0.651,,,
asb11,-1.222,,,
asb12a,1.044,,,
asb12b,-0.909,,,
asb13a.1,-0.033,,,
asb13a.2,-0.444,,,
asb13b,0.152,,,
asb14a,-4.000,,,
asb14b,-0.558,,,
asb15a,0.098,,,
asb15b,-2.000,,,
asb16,-0.651,,,
asb18,-4.000,,,
asb2a.1,-0.187,,,
asb2b,0.369,,,
asb3,0.220,,,
asb4,-0.298,,,
asb5a,-0.770,,,
asb5b,0.161,,,
asb6,0.007,,,
asb7,0.013,,,
asb8,0.915,,,
ascc1,1.385,,,
ascc2,0.593,,,
ascc3,0.437,,,
ascl1a,0.304,,,
ascl1b,1.532,,,
asf1ba,1.074,,,
asf1bb,0.862,,,
ash1l,0.218,,,
ash2l,1.341,,,
asic1a,-0.671,,,
asic1b,-0.834,,,
asic1c,-4.000,,,
asic2,-1.875,,,
asic4a,-0.504,,,
asic4b,-2.000,,,
asip1,-0.805,,,
asip2b,-0.394,,,
asl,0.867,,,
asmt,-0.284,,,
asmt2,0.009,,,
asmtl,0.743,,,
asna1,1.120,,,
asns,0.503,,,
asnsd1,0.550,,,
aspa,0.247,,,
aspdh,-0.189,,,
aspg,0.606,,,
asph,1.965,,,
asphd1,-0.558,,,
asphd2,0.643,,,
aspm,0.717,,,
aspn,0.600,,,
aspscr1,1.069,,,
asrgl1,-0.036,,,
ASS1,0.135,,,
ASTE1,-0.183,,,
aste1a,-0.273,,,
astn1,-0.244,,,
asxl1,0.654,,,
asxl2,-0.363,,,
asz1,-4.000,,,
atad1a,0.643,,,
atad1b,0.851,,,
atad2,0.888,,,
atad2b,0.961,,,
atad3,0.886,,,
atad5a,-0.074,,,
atad5b,0.061,,,
atat1,0.370,,,
atcaya,-0.373,,,
atcayb,-2.176,,,
ATE1,0.555,,,
atf1,1.065,,,
atf2,-0.108,,,
atf3,2.729,,,
atf4a,2.346,,,
atf4b,2.702,,,
atf5a,0.153,,,
atf5b,0.752,,,
atf6,0.668,,,
atf6b,-0.486,,,
atf7a,1.002,,,
atf7b,0.792,,,
atf7ip,1.830,,,
atf7ip2,0.712,,,
atg10,0.774,,,
atg101,1.110,,,
atg12,1.106,,,
atg13,1.384,,,
ATG14,0.633,,,
atg16l1,0.480,,,
atg16l2,-0.714,,,
ATG2A,-0.064,,,
atg2b,0.326,,,
atg3,1.209,,,
atg4a,0.623,,,
atg4b,1.173,,,
atg4c,0.818,,,
atg4da,0.281,,,
atg4db,0.606,,,
atg5,1.049,,,
atg7,1.053,,,
atg9a,0.386,,,
atg9b,0.482,,,
atic,0.886,,,
atl1,0.326,,,
atl2,1.297,,,
atl3,1.682,,,
atm,0.132,,,
atmin,0.045,,,
atn1,-0.844,,,
atoh1a,-1.247,,,
atoh1b,-0.658,,,
atoh1c,-0.464,,,
atoh7,-0.198,,,
atoh8,0.516,,,
atox1,1.789,,,
atp10a,0.009,,,
atp10b,-1.247,,,
atp10d,0.622,,,
atp11a,0.720,,,
ATP11B,0.702,,,
atp11c,1.119,,,
atp13a1,1.028,,,
atp13a2,0.637,,,
atp13a3,0.577,,,
atp1a1a.1,2.403,,,
atp1a1a.2,1.118,,,
atp1a1a.3,0.832,,,
atp1a1a.4,1.027,,,
atp1a1a.5,-0.490,,,
atp1a1b,0.752,,,
atp1a2a,0.179,,,
atp1a3a,0.925,,,
atp1a3b,0.525,,,
atp1b1a,1.670,,,
atp1b1b,1.434,,,
atp1b2a,1.016,,,
atp1b2b,0.786,,,
atp1b3a,2.124,,,
atp1b3b,1.525,,,
atp1b4,-0.141,,,
atp23,0.943,,,
atp2a1,2.146,,,
atp2a1l,0.959,,,
atp2a2a,1.199,,,
atp2a2b,1.085,,,
atp2a3,0.986,,,
atp2b1a,0.922,,,
atp2b1b,0.753,,,
atp2b2,1.475,,,
atp2b3a,-0.112,,,
atp2b3b,-1.632,,,
atp2c1,0.656,,,
atp5f1b,2.660,,,
atp5f1c,2.544,,,
atp5f1d,2.226,,,
atp5f1e,2.658,,,
atp5fa1,2.362,,,
atp5if1a,1.957,,,
atp5if1b,1.951,,,
atp5l,2.473,,,
atp5mc1,2.504,,,
atp5mc3a,2.213,,,
atp5mc3b,2.685,,,
atp5md,2.039,,,
atp5mea,1.660,,,
atp5meb,2.346,,,
atp5mf,0.815,,,
atp5pb,2.386,,,
atp5pd,2.391,,,
atp5pf,2.331,,,
atp5po,2.612,,,
mt-atp6,3.072,,,
atp6ap1a,0.411,,,
atp6ap1b,1.332,,,
atp6ap1la,-0.290,,,
atp6ap1lb,0.179,,,
atp6ap2,1.754,,,
atp6v0a1a,1.365,,,
atp6v0a1b,0.286,,,
atp6v0a2a,0.208,,,
atp6v0a2b,0.449,,,
atp6v0b,1.252,,,
atp6v0ca,1.629,,,
atp6v0cb,1.015,,,
atp6v0d1,1.297,,,
atp6v0e1,1.085,,,
atp6v1aa,1.721,,,
atp6v1ab,0.484,,,
atp6v1b2,0.354,,,
atp6v1ba,1.680,,,
atp6v1c1a,1.269,,,
atp6v1c1b,1.164,,,
atp6v1c2,-4.000,,,
atp6v1d,1.222,,,
atp6v1e1a,1.276,,,
atp6v1e1b,1.689,,,
atp6v1f,1.325,,,
atp6v1g1,1.881,,,
atp6v1h,1.678,,,
atp7a,0.281,,,
atp7b,-4.000,,,
mt-atp8,2.688,,,
atp8a1,0.475,,,
atp8a2,0.414,,,
atp8b1,1.249,,,
atp8b2,-4.000,,,
atp8b3,0.270,,,
atp8b4,-1.875,,,
atp8b5a,0.781,,,
ATP9A,0.503,,,
atp9b,-0.473,,,
atpaf1,0.680,,,
atpaf2,0.707,,,
atpv0e2,1.026,,,
atr,-0.239,,,
atraid,0.388,,,
atrip,0.392,,,
atrn,0.897,,,
atrnl1a,-0.391,,,
atrnl1b,0.930,,,
atrx,1.095,,,
atrxl,1.206,,,
atxn10,0.305,,,
atxn1a,0.446,,,
atxn1b,-0.210,,,
atxn1l,0.629,,,
atxn2,0.651,,,
atxn2l,1.005,,,
atxn3,0.689,,,
atxn7,0.591,,,
atxn7l1,0.141,,,
atxn7l2a,0.574,,,
atxn7l2b,0.908,,,
atxn7l3,0.105,,,
auh,1.304,,,
aup1,1.284,,,
aurka,1.305,,,
aurkaip1,1.402,,,
aurkb,1.458,,,
auts2a,0.569,,,
auts2b,0.230,,,
avd,-4.000,,,
aven,0.577,,,
avil,-0.090,,,
avl9,0.782,,,
avp,-4.000,,,
avpr1aa,0.703,,,
avpr1ab,-2.477,,,
avpr2aa,-0.129,,,
avpr2ab,-1.030,,,
avpr2l,-0.844,,,
axdnd1,-4.000,,,
axin1,1.128,,,
axin2,0.963,,,
AXL,0.439,,,
azi2,0.603,,,
azin1a,0.204,,,
azin1b,1.795,,,
b2m,0.011,,,
b2ml,0.960,,,
b3galnt2,0.017,,,
b3galt1a,-4.000,,,
b3galt1b,-1.135,,,
b3galt2,0.745,,,
b3galt4,-0.824,,,
b3galt6,-0.185,,,
B3GAT1,-1.574,,,
b3gat1a,-0.692,,,
b3gat1b,-0.620,,,
b3gat2,-0.077,,,
b3gat3,0.636,,,
b3glcta,0.688,,,
b3glctb,-0.921,,,
B3GNT10,-1.030,,,
b3gnt2a,-0.753,,,
b3gnt2b,1.538,,,
b3gnt2l,1.752,,,
b3gnt3.1,-0.678,,,
b3gnt3.2,-0.350,,,
b3gnt3.3,-0.886,,,
b3gnt3.4,-0.292,,,
b3gnt5a,1.535,,,
b3gnt5b,1.030,,,
b3gnt7,-0.212,,,
b3gnt7l,-0.145,,,
b3gnt9,-0.328,,,
b3gntl1,-0.062,,,
b4galnt1a,0.626,,,
b4galnt1b,-0.428,,,
b4galnt2.1,-4.000,,,
b4galnt2.2,-4.000,,,
b4galnt3a,-0.563,,,
b4galnt3b,0.068,,,
b4galnt4a,-1.046,,,
b4galnt4b,-0.729,,,
b4galt1,0.419,,,
b4galt1l,1.788,,,
b4galt2,-0.215,,,
b4galt3,0.367,,,
b4galt4,0.954,,,
b4galt5,-0.001,,,
b4galt6,1.102,,,
b4galt7,0.480,,,
b4gat1,-0.490,,,
b9d1,0.984,,,
b9d2,0.912,,,
baalc,-4.000,,,
baalca,-4.000,,,
baalcb,-0.921,,,
babam1,1.152,,,
babam2,1.108,,,
bace1,0.058,,,
bace2,0.901,,,
bach1a,0.320,,,
bach1b,0.283,,,
bach2a,-0.761,,,
bach2b,0.500,,,
bada,1.092,,,
badb,1.336,,,
bag1,1.262,,,
bag2,0.581,,,
bag3,0.811,,,
bag4,0.740,,,
bag5,0.152,,,
bag6,0.968,,,
bag6l,0.480,,,
bahcc1a,0.097,,,
bahcc1b,0.428,,,
bahd1,0.344,,,
baiap2a,1.533,,,
baiap2b,-0.159,,,
baiap2l1a,-0.007,,,
baiap2l1b,-0.133,,,
baiap2l2a,-0.946,,,
baiap2l2b,-1.115,,,
baiap3,-4.000,,,
bambia,1.669,,,
bambib,1.185,,,
banf1,2.005,,,
banp,0.839,,,
bap1,0.702,,,
bard1,0.029,,,
barhl1a,-0.043,,,
barhl1b,-0.729,,,
barhl2,0.322,,,
barx1,0.720,,,
barx2,0.431,,,
basp1,0.119,,,
batf,-4.000,,,
batf3,-0.027,,,
baxa,0.726,,,
baxb,1.032,,,
baz1a,1.009,,,
baz1b,1.015,,,
baz2a,0.519,,,
baz2ba,0.964,,,
bbc3,-0.172,,,
bbip1,0.989,,,
bbox1,0.708,,,
bbs1,0.083,,,
bbs10,-0.875,,,
bbs12,-0.046,,,
bbs2,0.013,,,
bbs4,0.205,,,
bbs5,0.512,,,
bbs7,0.528,,,
bbs9,0.422,,,
bbx,0.800,,,
bcam,2.180,,,
bcan,-0.398,,,
bcap29,0.733,,,
bcap31,1.599,,,
bcar1,1.448,,,
bcar3,0.939,,,
bcas2,1.618,,,
bcas3,0.659,,,
bcat1,0.258,,,
bcat2,0.996,,,
bccip,0.903,,,
bcdin3d,-0.019,,,
bckdha,1.438,,,
bckdhb,1.595,,,
bckdhbl,0.881,,,
bckdk,1.004,,,
bcl10,0.843,,,
bcl11aa,0.991,,,
bcl11ab,1.126,,,
bcl11ba,0.739,,,
bcl2a,0.351,,,
bcl2b,-0.638,,,
bcl2l1,1.040,,,
bcl2l10,1.584,,,
bcl2l11,0.164,,,
bcl2l13,1.044,,,
bcl2l16,0.283,,,
bcl3,0.004,,,
bcl6aa,0.649,,,
bcl6ab,1.633,,,
bcl6b,-0.664,,,
bcl7a,0.921,,,
bcl7ba,0.778,,,
bcl7bb,1.141,,,
bcl9,0.999,,,
bcl9l,0.462,,,
bco1,0.849,,,
bco1l,-0.013,,,
bco2a,0.820,,,
bco2b,-1.155,,,
bco2l,-0.645,,,
bcor,0.700,,,
bcorl1,0.529,,,
bcr,0.039,,,
bcs1l,0.276,,,
bdh1,0.849,,,
bdh2,1.339,,,
bdkrb1,-2.176,,,
bdkrb2,-0.632,,,
bdnf,0.408,,,
bean1,-1.222,,,
becn1,1.238,,,
bend3,0.685,,,
BEND4,-1.632,,,
bend5,0.146,,,
best1,-4.000,,,
best2,-1.574,,,
best4,-1.875,,,
bet1,1.141,,,
bet1l,1.252,,,
bfb,-1.079,,,
BFSP1,-0.946,,,
bfsp2,-4.000,,,
bglap,-0.260,,,
bglapl,-0.814,,,
bgna,-4.000,,,
bgnb,-0.268,,,
bhlha15,-0.824,,,
bhlha9,0.994,,,
bhlhe22,0.197,,,
bhlhe23,0.360,,,
bhlhe40,1.323,,,
bhlhe41,-0.083,,,
bhmt,1.839,,,
bicc1a,-0.194,,,
bicc1b,0.014,,,
bicc2,-4.000,,,
bicd1a,-0.602,,,
bicdl1,-0.824,,,
bicdl2,0.788,,,
bicdl2l,0.767,,,
bicra,0.095,,,
bicral,0.289,,,
bida,1.564,,,
bik,0.779,,,
bin1a,-0.268,,,
bin1b,0.210,,,
bin2a,0.369,,,
bin2b,1.573,,,
bin3,0.016,,,
birc2,1.492,,,
birc5a,1.229,,,
birc5b,-0.714,,,
birc6,-0.101,,,
birc6-as2,-1.062,,,
birc7,-1.155,,,
bivm,-0.123,,,
blcap,1.585,,,
blf,-0.469,,,
blk,-2.477,,,
blm,0.001,,,
blmh,1.537,,,
blnk,-1.115,,,
bloc1s1,1.241,,,
bloc1s2,0.897,,,
bloc1s3,0.554,,,
bloc1s4,0.687,,,
bloc1s5,0.399,,,
bloc1s6,1.551,,,
blvra,0.466,,,
blvrb,1.234,,,
blzf1,0.794,,,
bmb,0.402,,,
bmf1,0.449,,,
bmf2,-0.373,,,
bmi1a,0.479,,,
bmi1b,0.628,,,
bmp10,-4.000,,,
bmp10l,-4.000,,,
bmp15,-4.000,,,
bmp16,-0.046,,,
bmp1a,1.154,,,
bmp1b,-0.569,,,
bmp2a,1.080,,,
bmp2b,1.071,,,
bmp2k,0.941,,,
bmp3,0.764,,,
bmp4,1.537,,,
bmp5,0.745,,,
bmp6,0.216,,,
bmp7a,-0.921,,,
bmp7b,1.581,,,
bmp8a,-0.456,,,
bmper,0.418,,,
bmpr1aa,1.208,,,
bmpr1ab,1.176,,,
bmpr1ba,0.905,,,
bmpr1bb,0.220,,,
bmpr2a,0.145,,,
bmpr2b,0.683,,,
bms1,0.719,,,
bmt2,0.178,,,
BNC1,0.896,,,
bnc2,0.808,,,
bnip1a,0.194,,,
bnip1b,-0.265,,,
bnip2,0.850,,,
bnip3,-0.060,,,
bnip3la,1.263,,,
bnip3lb,0.824,,,
bnip4,1.607,,,
bnipl,1.570,,,
boc,1.335,,,
bod1,1.466,,,
bod1l1,0.396,,,
boka,1.183,,,
bokb,-0.205,,,
bola1,1.262,,,
BOLA2,0.680,,,
bola3,0.960,,,
bop1,0.584,,,
bora,0.330,,,
borcs5,0.270,,,
borcs7,0.465,,,
borcs8,0.938,,,
bpgm,0.560,,,
bphl,0.575,,,
bpifcl,-1.875,,,
bpnt1,1.321,,,
bptf,0.772,,,
braf,0.551,,,
brap,0.667,,,
brat1,0.501,,,
brca2,-0.215,,,
brcc3,-0.110,,,
brd1a,0.465,,,
brd1b,0.956,,,
brd2a,2.059,,,
brd2b,-0.281,,,
brd3a,1.378,,,
brd3b,1.240,,,
brd4,0.941,,,
brd7,1.166,,,
brd8,1.099,,,
brd9,0.585,,,
brdt,1.064,,,
brf1a,0.259,,,
brf1b,0.432,,,
brf2,-0.591,,,
bri3,0.820,,,
bri3bp,0.940,,,
bricd5,-0.194,,,
brinp1,-1.097,,,
brinp2,-0.486,,,
brinp3a.1,0.216,,,
brinp3a.2,0.006,,,
brinp3b,-1.363,,,
brip1,0.607,,,
brk1,2.105,,,
brms1,0.276,,,
brms1la,1.048,,,
brms1lb,0.260,,,
brox,0.479,,,
brpf1,0.634,,,
brpf3a,-0.110,,,
brpf3b,0.035,,,
brsk2b,-0.469,,,
brwd1,0.419,,,
brwd3,0.842,,,
bscl2,0.968,,,
bscl2l,0.199,,,
bsdc1,1.528,,,
bsg,1.921,,,
bsk146,-0.159,,,
bsna,-1.632,,,
bsnb,-0.167,,,
bsnd,-0.814,,,
bspry,-0.057,,,
bsx,-4.000,,,
btaf1,0.777,,,
btbd10a,0.965,,,
btbd10b,1.694,,,
btbd11a,0.472,,,
btbd11b,0.140,,,
btbd16,-0.909,,,
btbd17a,-0.921,,,
btbd17b,-1.176,,,
btbd18,-4.000,,,
btbd2a,0.600,,,
btbd2b,0.711,,,
btbd3a,0.464,,,
btbd3b,-0.563,,,
btbd6a,0.613,,,
btbd6b,1.023,,,
btbd7,-0.290,,,
btbd9,0.822,,,
btc,0.620,,,
btd,0.696,,,
btf3,2.094,,,
btf3l4,1.840,,,
btg1,2.299,,,
btg2,2.695,,,
btg3,1.227,,,
btg4,-4.000,,,
btk,-0.553,,,
btr01,-0.242,,,
btr02,-0.057,,,
btr05,-4.000,,,
btr06,-4.000,,,
btr07,-1.155,,,
btr09,0.049,,,
btr12,0.842,,,
btr16,-0.796,,,
btr18,-0.077,,,
btr20,-1.778,,,
btr22,-0.909,,,
btr23,-0.167,,,
btr24,-1.176,,,
btr25,-0.638,,,
btr26,-0.444,,,
btr29,-2.000,,,
btr30,0.010,,,
btr31,-0.490,,,
btr32,-4.000,,,
btr33,-0.959,,,
bub1,0.931,,,
bub1ba,0.832,,,
bub1bb,0.574,,,
bub3,1.667,,,
buc,-2.000,,,
buc2l,-1.079,,,
bud23,1.027,,,
bud31,1.493,,,
bves,0.213,,,
BX000363.1,-4.000,,,
BX000364.1,-4.000,,,
BX000364.3,-1.046,,,
BX000434.1,-4.000,,,
BX000438.1,-4.000,,,
BX000438.2,0.555,,,
BX000444.1,-4.000,,,
BX000447.1,-4.000,,,
BX000451.1,-0.875,,,
BX000460.1,-4.000,,,
BX000463.1,-4.000,,,
BX000463.2,-4.000,,,
BX000522.1,-1.363,,,
BX000524.1,-4.000,,,
BX000524.2,-1.398,,,
BX000534.1,-4.000,,,
BX000534.2,-4.000,,,
BX000696.1,-1.363,,,
BX000696.2,-4.000,,,
BX000701.1,-0.377,,,
BX000701.2,-0.444,,,
BX000705.1,-4.000,,,
BX000981.1,-4.000,,,
BX000981.12,-4.000,,,
BX000981.2,-0.959,,,
BX000981.5,-1.363,,,
BX000981.6,-4.000,,,
BX000985.1,-4.000,,,
BX000991.1,-4.000,,,
BX001014.1,-0.721,,,
BX001014.2,-0.486,,,
BX001023.1,-0.770,,,
BX001023.2,-4.000,,,
BX001026.1,-0.370,,,
BX001030.1,2.590,,,
BX001030.2,-4.000,,,
BX001047.1,-4.000,,,
BX001050.1,-4.000,,,
BX004768.1,-4.000,,,
BX004769.1,-0.043,,,
BX004770.1,-4.000,,,
BX004771.1,-4.000,,,
BX004774.1,-0.569,,,
BX004774.2,0.334,,,
BX004779.1,-4.000,,,
BX004779.2,-4.000,,,
BX004780.1,-4.000,,,
BX004785.1,-1.436,,,
BX004785.2,-0.028,,,
BX004785.3,-0.745,,,
BX004800.1,-4.000,,,
