gene_name,log10FPKM,,,
anks1b,1.173,,,
anks3,0.189,,,
anks4b,-0.237,,,
anks6,0.466,,,
ankzf1,0.750,,,
anln,1.572,,,
ano1,0.798,,,
ano10a,1.684,,,
ano10b,1.320,,,
ano11,-4.000,,,
ano2,0.258,,,
ANO2 (1 of many),-1.155,,,
ano3,-1.198,,,
ano5a,-0.133,,,
ano5b,0.501,,,
ano6,-0.189,,,
ANO7,-0.495,,,
ano8a,0.023,,,
ano8b,-1.331,,,
ano9a,-0.079,,,
ano9b,1.041,,,
anos1a,1.152,,,
anos1b,0.777,,,
anp32a,2.192,,,
anp32b,1.997,,,
anp32e,1.632,,,
ANPEP,-0.428,,,
anpepa,-0.778,,,
anpepb,-0.834,,,
antxr1a,0.105,,,
antxr1b,0.288,,,
antxr1c,0.767,,,
antxr1d,0.570,,,
antxr2a,1.350,,,
antxr2b,-0.523,,,
ANXA1 (1 of many),1.287,,,
anxa11a,2.113,,,
anxa11b,2.366,,,
anxa13,0.940,,,
anxa13l,0.875,,,
anxa1a,2.825,,,
anxa1b,2.104,,,
anxa1c,1.912,,,
anxa2a,2.780,,,
anxa2b,0.793,,,
anxa3a,1.371,,,
anxa3b,1.882,,,
anxa4,1.975,,,
anxa5a,0.909,,,
anxa5b,1.784,,,
anxa6,0.855,,,
aoc1,-0.824,,,
aoc2,2.014,,,
aox5,-0.834,,,
aox6,0.427,,,
ap1ar,-0.229,,,
ap1b1,1.449,,,
ap1g1,1.080,,,
ap1g2,1.208,,,
ap1m1,0.872,,,
ap1m2,1.387,,,
ap1m3,0.632,,,
ap1s1,1.753,,,
ap1s2,1.325,,,
ap1s3a,0.256,,,
ap1s3b,1.369,,,
ap2a1,1.328,,,
ap2b1,1.637,,,
ap2m1a,2.039,,,
ap2m1b,1.670,,,
ap2s1,1.129,,,
ap3b1a,1.567,,,
AP3B2,-0.260,,,
ap3d1,1.151,,,
ap3m1,1.390,,,
ap3m2,0.333,,,
ap3s2,1.350,,,
ap4b1,0.962,,,
ap4e1,0.459,,,
ap4m1,0.526,,,
ap4s1,1.139,,,
ap5b1,0.410,,,
ap5m1,0.441,,,
ap5s1,1.142,,,
ap5z1,0.390,,,
apaf1,1.155,,,
apba1a,-0.737,,,
apba1b,0.298,,,
apba2a,-0.721,,,
apba2b,-0.041,,,
APBA3,-0.473,,,
apbb1,0.972,,,
apbb1ip,0.824,,,
apbb2b,1.168,,,
apbb3,-1.477,,,
apc,0.682,,,
apc2,-0.295,,,
apcdd1l,0.638,,,
apeh,1.081,,,
apela,-0.030,,,
apex1,1.329,,,
apex2,0.171,,,
aph1b,1.476,,,
api5,1.497,,,
apip,1.469,,,
apln,1.105,,,
aplnr2,-0.185,,,
aplnra,1.640,,,
aplnrb,0.006,,,
aplp1,0.266,,,
aplp2,1.446,,,
apmap,1.431,,,
apnl,-1.135,,,
apoa1a,0.322,,,
apoa1b,0.913,,,
apoa2,1.124,,,
apoa4a,-4.000,,,
apoa4b.1,0.712,,,
apoa4b.2,0.096,,,
apoba,-4.000,,,
apobb.1,-0.574,,,
apobb.2,-4.000,,,
apobec2a,0.004,,,
apobec2b,-0.834,,,
apoc1,0.068,,,
apoc2,0.841,,,
apoc4,-4.000,,,
apoda.1,-0.456,,,
apoda.2,1.491,,,
apodb,1.579,,,
apoea,-0.844,,,
apoeb,3.015,,,
apof,0.624,,,
apol1,0.999,,,
apom,-0.543,,,
apooa,1.250,,,
apoob,0.792,,,
apool,1.282,,,
apopt1,0.507,,,
appa,1.991,,,
appb,1.791,,,
appbp2,1.356,,,
appl1,1.090,,,
appl2,0.992,,,
aprt,0.832,,,
aptx,-0.151,,,
aqp10a,-1.115,,,
aqp10b,-2.000,,,
aqp11,0.569,,,
aqp12,-0.012,,,
aqp1a.1,0.539,,,
aqp1a.2,-4.000,,,
aqp3a,2.870,,,
aqp3b,-0.059,,,
aqp4,-1.015,,,
aqp7,-0.986,,,
aqp8a.1,0.123,,,
aqp8a.2,0.317,,,
aqp8b,0.534,,,
aqp9a,-4.000,,,
aqp9b,-0.518,,,
aqr,1.176,,,
ar,0.079,,,
araf,0.854,,,
arap1,-0.119,,,
arap1a,0.401,,,
arap3,-0.183,,,
arcn1a,1.585,,,
arcn1b,1.599,,,
areg,-0.143,,,
AREL1,0.475,,,
arf1,1.425,,,
arf2a,1.986,,,
arf2b,2.170,,,
arf3a,-0.127,,,
arf3b,-0.632,,,
arf4a,1.059,,,
arf4b,0.091,,,
arf5,1.961,,,
ARF5 (1 of many),0.558,,,
arf6a,1.558,,,
arf6b,1.809,,,
arfgap1,1.074,,,
arfgap2,1.518,,,
arfgap3,1.215,,,
arfgef1,0.811,,,
arfgef2,0.952,,,
arfgef3,-1.301,,,
arfip1,1.844,,,
arfip2a,0.874,,,
arfip2b,0.678,,,
arfrp1,1.351,,,
arg1,-4.000,,,
arg2,1.512,,,
arglu1a,0.808,,,
arglu1b,0.861,,,
arhgap1,1.451,,,
arhgap10,1.262,,,
arhgap11a,1.111,,,
arhgap12a,1.352,,,
arhgap12b,0.152,,,
arhgap15,-4.000,,,
arhgap17a,0.873,,,
arhgap17b,1.802,,,
arhgap18,0.737,,,
arhgap19,0.980,,,
arhgap20,-0.553,,,
arhgap20b,-0.933,,,
arhgap21a,0.603,,,
arhgap21b,0.993,,,
arhgap22,-2.176,,,
ARHGAP22 (1 of many),-0.614,,,
arhgap23a,1.108,,,
arhgap23b,-0.745,,,
arhgap24,1.012,,,
arhgap25,0.867,,,
arhgap27,0.396,,,
arhgap27l,1.271,,,
arhgap28,0.913,,,
arhgap29a,-0.123,,,
arhgap29b,0.828,,,
arhgap31,0.484,,,
arhgap32a,0.210,,,
arhgap32b,0.731,,,
arhgap33,0.301,,,
arhgap35a,0.977,,,
arhgap35b,0.347,,,
arhgap36,0.901,,,
arhgap39,-0.714,,,
arhgap42a,0.748,,,
arhgap42b,-0.016,,,
arhgap44,-0.270,,,
arhgap4a,-0.350,,,
arhgap4b,0.224,,,
arhgap5,1.274,,,
ARHGAP6,-0.201,,,
arhgdia,2.177,,,
arhgdig,1.956,,,
arhgef10,0.915,,,
arhgef10la,-0.292,,,
arhgef10lb,0.930,,,
arhgef11,0.317,,,
arhgef12a,1.057,,,
arhgef12b,1.134,,,
arhgef15,-4.000,,,
arhgef16,1.583,,,
ARHGEF17,0.148,,,
arhgef18a,1.050,,,
arhgef18b,0.051,,,
arhgef19,1.460,,,
arhgef1a,0.627,,,
arhgef1b,1.365,,,
arhgef2,0.648,,,
arhgef25b,1.648,,,
arhgef28,0.473,,,
arhgef3,-0.448,,,
arhgef33,-0.548,,,
arhgef37,0.076,,,
arhgef38,0.475,,,
arhgef39,0.953,,,
arhgef3l,-0.678,,,
arhgef4,1.023,,,
arhgef40,0.040,,,
arhgef5,1.131,,,
arhgef6,0.598,,,
arhgef7a,0.720,,,
arhgef7b,1.151,,,
arhgef9a,-0.360,,,
arhgef9b,-0.706,,,
arid1aa,0.934,,,
arid1ab,0.928,,,
arid1b,0.644,,,
arid2,0.502,,,
arid3a,0.900,,,
arid3b,1.718,,,
arid3c,1.307,,,
arid4a,1.224,,,
arid5a,-4.000,,,
arid5b,1.270,,,
arid6,0.778,,,
arih1,1.160,,,
arih1l,1.053,,,
arih2,1.587,,,
arl1,1.841,,,
arl11,0.469,,,
arl13a,-0.104,,,
arl13b,0.704,,,
arl14,-0.574,,,
arl14ep,1.282,,,
arl15a,-0.110,,,
arl15b,1.131,,,
arl16,0.746,,,
arl2,1.186,,,
arl2bp,0.752,,,
arl3,0.365,,,
arl3l1,-0.170,,,
arl3l2,0.117,,,
arl4aa,0.916,,,
arl4ab,1.081,,,
arl4ca,1.517,,,
arl4cb,1.371,,,
arl4d,1.208,,,
arl5a,1.351,,,
arl5c,1.803,,,
arl6,0.670,,,
arl6ip1,1.948,,,
arl6ip4,0.875,,,
arl6ip5a,0.539,,,
arl6ip5b,1.575,,,
arl6ip6,0.667,,,
arl8,1.113,,,
arl8a,1.441,,,
arl8ba,1.215,,,
arl8bb,0.541,,,
arl9,1.093,,,
armc1,1.088,,,
armc10,0.238,,,
armc1l,1.357,,,
armc2,-0.133,,,
armc3,-0.066,,,
armc4,-0.013,,,
armc5,-0.095,,,
ARMC6,0.279,,,
armc7,0.010,,,
armc8,0.805,,,
armc9,0.685,,,
armh1,0.439,,,
armh3,0.782,,,
armt1,0.584,,,
arnt,0.846,,,
arnt2,0.569,,,
arntl1a,1.415,,,
arntl1b,0.986,,,
arntl2,0.631,,,
arpc1a,1.976,,,
arpc1b,2.197,,,
arpc2,2.742,,,
arpc3,2.806,,,
arpc4,2.391,,,
arpc4l,2.074,,,
arpc5a,1.588,,,
arpc5b,2.335,,,
arpc5la,0.787,,,
arpc5lb,0.973,,,
arpin,1.389,,,
arpp19a,1.362,,,
arpp19b,1.414,,,
arpp21,0.224,,,
arr3a,1.362,,,
arr3b,0.883,,,
arrb1,-0.469,,,
arrb2a,0.771,,,
arrb2b,1.487,,,
arrdc1a,1.542,,,
arrdc1b,0.815,,,
arrdc2,1.128,,,
arrdc3a,1.713,,,
arrdc3b,1.764,,,
arsa,0.577,,,
ARSB,1.027,,,
arsg,-0.097,,,
arsh,1.141,,,
arsia,0.921,,,
arsib,0.235,,,
arsj,0.886,,,
arsk,0.603,,,
art4,-1.115,,,
artna,-0.574,,,
artna,-4.000,,,
artnb,0.474,,,
arv1,0.460,,,
arvcfa,0.230,,,
arvcfb,1.010,,,
arxa,-0.591,,,
arxb,-4.000,,,
as3mt,0.792,,,
asah1a,1.011,,,
asah1b,1.269,,,
asah2,-1.331,,,
asap1a,0.824,,,
asap1b,0.140,,,
asap2a,0.477,,,
asap2b,1.663,,,
asap3,0.979,,,
asb1,-0.387,,,
asb10,-4.000,,,
asb11,-4.000,,,
asb12a,1.177,,,
asb12b,-0.596,,,
asb13a.1,0.381,,,
asb13a.2,-0.095,,,
asb13b,0.031,,,
asb14a,-4.000,,,
asb14b,-0.208,,,
asb15a,-0.477,,,
asb15b,-0.469,,,
asb16,-1.015,,,
asb18,-0.787,,,
asb2a.1,-0.513,,,
asb2b,-0.185,,,
asb3,0.467,,,
asb4,-4.000,,,
asb5a,-0.658,,,
asb5b,-0.151,,,
asb6,0.326,,,
asb7,0.168,,,
asb8,1.074,,,
ascc1,1.517,,,
ascc2,0.645,,,
ascc3,0.722,,,
ascl1a,0.650,,,
ascl1b,1.370,,,
asf1ba,1.231,,,
asf1bb,0.976,,,
ash1l,0.514,,,
ash2l,1.453,,,
asic1a,-0.886,,,
asic1b,-0.143,,,
asic1c,-1.523,,,
asic2,-4.000,,,
asic4a,-0.212,,,
asic4b,-0.921,,,
asip1,0.126,,,
asip2b,0.401,,,
asl,0.813,,,
asmt,-0.234,,,
asmt2,0.039,,,
asmtl,0.666,,,
asna1,1.294,,,
asns,0.834,,,
asnsd1,0.780,,,
aspa,0.330,,,
aspdh,-0.770,,,
aspg,0.718,,,
asph,2.062,,,
asphd1,-0.273,,,
asphd2,0.823,,,
aspm,0.814,,,
aspn,1.625,,,
aspscr1,1.111,,,
asrgl1,-0.093,,,
ASS1,0.595,,,
ASTE1,0.109,,,
aste1a,-0.161,,,
astn1,-0.092,,,
asxl1,0.857,,,
asxl2,0.043,,,
asz1,-0.886,,,
atad1a,0.867,,,
atad1b,1.140,,,
atad2,1.144,,,
atad2b,1.168,,,
atad3,1.145,,,
atad5a,0.481,,,
atad5b,0.083,,,
atat1,0.252,,,
atcaya,-0.585,,,
atcayb,-0.477,,,
ATE1,0.619,,,
atf1,1.332,,,
atf2,-0.518,,,
atf3,2.707,,,
atf4a,2.214,,,
atf4b,2.738,,,
atf5a,0.980,,,
atf5b,0.986,,,
atf6,1.047,,,
atf6b,-0.119,,,
atf7a,1.124,,,
atf7b,0.932,,,
atf7ip,1.932,,,
atf7ip2,0.644,,,
atg10,0.641,,,
atg101,1.125,,,
atg12,1.185,,,
atg13,1.446,,,
ATG14,0.572,,,
atg16l1,0.628,,,
atg16l2,-0.081,,,
ATG2A,0.344,,,
atg2b,0.244,,,
atg3,1.274,,,
atg4a,0.782,,,
atg4b,1.217,,,
atg4c,0.897,,,
atg4da,0.422,,,
atg4db,0.647,,,
atg5,1.126,,,
atg7,1.135,,,
atg9a,0.422,,,
atg9b,0.640,,,
atic,1.018,,,
atl1,-0.125,,,
atl2,1.269,,,
atl3,1.723,,,
atm,0.364,,,
atmin,0.240,,,
atn1,-0.208,,,
atoh1a,-0.729,,,
atoh1b,-0.946,,,
atoh1c,-0.897,,,
atoh7,-1.222,,,
atoh8,0.635,,,
atox1,1.903,,,
atp10a,0.439,,,
atp10b,0.013,,,
atp10d,0.748,,,
atp11a,0.913,,,
ATP11B,0.918,,,
atp11c,1.012,,,
atp13a1,1.215,,,
atp13a2,0.680,,,
atp13a3,0.552,,,
atp1a1a.1,2.552,,,
atp1a1a.2,1.111,,,
atp1a1a.3,0.854,,,
atp1a1a.4,1.365,,,
atp1a1a.5,-0.574,,,
atp1a1b,1.050,,,
atp1a2a,-0.072,,,
atp1a3a,0.634,,,
atp1a3b,0.648,,,
atp1b1a,1.926,,,
atp1b1b,1.694,,,
atp1b2a,0.910,,,
atp1b2b,0.255,,,
atp1b3a,1.981,,,
atp1b3b,1.628,,,
atp1b4,-0.095,,,
atp23,1.057,,,
atp2a1,1.755,,,
atp2a1l,0.661,,,
atp2a2a,1.271,,,
atp2a2b,1.419,,,
atp2a3,1.252,,,
atp2b1a,1.117,,,
atp2b1b,0.374,,,
atp2b2,1.541,,,
atp2b3a,-0.038,,,
atp2b3b,-0.456,,,
atp2c1,1.031,,,
atp5f1b,2.737,,,
atp5f1c,2.605,,,
atp5f1d,2.279,,,
atp5f1e,2.682,,,
atp5fa1,2.426,,,
atp5if1a,2.077,,,
atp5if1b,1.866,,,
atp5l,2.527,,,
atp5mc1,2.553,,,
atp5mc3a,2.350,,,
atp5mc3b,2.728,,,
atp5md,2.084,,,
atp5mea,1.688,,,
atp5meb,2.369,,,
atp5mf,0.768,,,
atp5pb,2.448,,,
atp5pd,2.438,,,
atp5pf,2.302,,,
atp5po,2.661,,,
mt-atp6,3.146,,,
atp6ap1a,0.135,,,
atp6ap1b,1.180,,,
atp6ap1la,-0.921,,,
atp6ap1lb,-0.059,,,
atp6ap2,1.725,,,
atp6v0a1a,1.460,,,
atp6v0a1b,0.086,,,
atp6v0a2a,-0.170,,,
atp6v0a2b,0.691,,,
atp6v0b,1.338,,,
atp6v0ca,1.614,,,
atp6v0cb,0.790,,,
atp6v0d1,1.300,,,
atp6v0e1,0.953,,,
atp6v1aa,1.619,,,
atp6v1ab,0.820,,,
atp6v1b2,0.345,,,
atp6v1ba,1.674,,,
atp6v1c1a,1.336,,,
atp6v1c1b,1.161,,,
atp6v1c2,-0.972,,,
atp6v1d,1.130,,,
atp6v1e1a,1.287,,,
atp6v1e1b,1.622,,,
atp6v1f,1.320,,,
atp6v1g1,1.879,,,
atp6v1h,1.696,,,
atp7a,0.385,,,
atp7b,-4.000,,,
mt-atp8,2.609,,,
atp8a1,0.527,,,
atp8a2,0.700,,,
atp8b1,1.459,,,
atp8b2,-4.000,,,
atp8b3,0.147,,,
atp8b4,-0.699,,,
atp8b5a,0.619,,,
ATP9A,0.499,,,
atp9b,0.001,,,
atpaf1,0.933,,,
atpaf2,0.879,,,
atpv0e2,0.779,,,
atr,0.004,,,
atraid,0.547,,,
atrip,0.644,,,
atrn,0.984,,,
atrnl1a,0.102,,,
atrnl1b,1.064,,,
atrx,1.343,,,
atrxl,1.346,,,
atxn10,0.594,,,
atxn1a,0.679,,,
atxn1b,0.302,,,
atxn1l,0.611,,,
atxn2,0.701,,,
atxn2l,1.161,,,
atxn3,0.745,,,
atxn7,0.597,,,
atxn7l1,0.342,,,
atxn7l2a,0.681,,,
atxn7l2b,0.776,,,
atxn7l3,0.344,,,
auh,1.433,,,
aup1,1.301,,,
aurka,1.311,,,
aurkaip1,1.604,,,
aurkb,1.530,,,
auts2a,1.001,,,
auts2b,0.531,,,
avd,-4.000,,,
aven,0.461,,,
avil,0.607,,,
avl9,0.825,,,
avp,-1.301,,,
avpr1aa,0.246,,,
avpr1ab,-0.685,,,
avpr2aa,0.628,,,
avpr2ab,-0.460,,,
avpr2l,-4.000,,,
axdnd1,-0.028,,,
axin1,1.287,,,
axin2,1.217,,,
AXL,0.680,,,
azi2,0.716,,,
azin1a,0.450,,,
azin1b,1.831,,,
b2m,0.298,,,
b2ml,1.193,,,
b3galnt2,0.639,,,
b3galt1a,-0.504,,,
b3galt1b,-1.222,,,
b3galt2,1.035,,,
b3galt4,-1.115,,,
b3galt6,-0.159,,,
B3GAT1,-1.875,,,
b3gat1a,-0.416,,,
b3gat1b,-0.337,,,
b3gat2,-0.167,,,
b3gat3,0.780,,,
b3glcta,0.912,,,
b3glctb,-0.477,,,
B3GNT10,-4.000,,,
b3gnt2a,-0.298,,,
b3gnt2b,1.453,,,
b3gnt2l,1.593,,,
b3gnt3.1,-0.076,,,
b3gnt3.2,-4.000,,,
b3gnt3.3,-0.714,,,
b3gnt3.4,-0.172,,,
b3gnt5a,1.639,,,
b3gnt5b,0.970,,,
b3gnt7,0.355,,,
b3gnt7l,0.770,,,
b3gnt9,0.285,,,
b3gntl1,0.222,,,
b4galnt1a,0.519,,,
b4galnt1b,-0.706,,,
b4galnt2.1,-0.721,,,
b4galnt2.2,-4.000,,,
b4galnt3a,0.041,,,
b4galnt3b,0.673,,,
b4galnt4a,0.021,,,
b4galnt4b,-0.737,,,
b4galt1,0.780,,,
b4galt1l,1.845,,,
b4galt2,-0.046,,,
b4galt3,0.736,,,
b4galt4,1.317,,,
b4galt5,0.262,,,
b4galt6,1.342,,,
b4galt7,0.811,,,
b4gat1,-0.307,,,
b9d1,1.166,,,
b9d2,0.827,,,
baalc,-4.000,,,
baalca,-0.946,,,
baalcb,-1.135,,,
babam1,1.249,,,
babam2,1.139,,,
bace1,0.035,,,
bace2,1.077,,,
bach1a,0.334,,,
bach1b,0.515,,,
bach2a,-1.273,,,
bach2b,0.662,,,
bada,1.214,,,
badb,1.316,,,
bag1,1.250,,,
bag2,0.465,,,
bag3,1.136,,,
bag4,0.823,,,
bag5,0.392,,,
bag6,1.180,,,
bag6l,0.322,,,
bahcc1a,0.037,,,
bahcc1b,0.754,,,
bahd1,0.522,,,
baiap2a,1.478,,,
baiap2b,0.059,,,
baiap2l1a,0.697,,,
baiap2l1b,0.510,,,
baiap2l2a,-0.834,,,
baiap2l2b,-0.608,,,
baiap3,-4.000,,,
bambia,1.629,,,
bambib,1.365,,,
banf1,2.141,,,
banp,0.855,,,
bap1,0.788,,,
bard1,-0.060,,,
barhl1a,-0.678,,,
barhl1b,-0.440,,,
barhl2,0.136,,,
barx1,1.155,,,
barx2,1.271,,,
basp1,0.279,,,
batf,-4.000,,,
batf3,0.056,,,
baxa,0.891,,,
baxb,1.143,,,
baz1a,1.270,,,
baz1b,1.264,,,
baz2a,0.690,,,
baz2ba,1.075,,,
bbc3,0.294,,,
bbip1,0.957,,,
bbox1,1.039,,,
bbs1,0.118,,,
bbs10,0.118,,,
bbs12,0.039,,,
bbs2,0.372,,,
bbs4,0.591,,,
bbs5,0.640,,,
bbs7,0.623,,,
bbs9,0.423,,,
bbx,0.907,,,
bcam,2.051,,,
bcan,-0.886,,,
bcap29,0.838,,,
bcap31,1.731,,,
bcar1,1.448,,,
bcar3,1.312,,,
bcas2,1.682,,,
bcas3,0.849,,,
bcat1,0.016,,,
bcat2,1.160,,,
bccip,0.983,,,
bcdin3d,0.175,,,
bckdha,1.581,,,
bckdhb,1.719,,,
bckdhbl,1.198,,,
bckdk,1.051,,,
bcl10,0.862,,,
bcl11aa,1.123,,,
bcl11ab,1.231,,,
bcl11ba,0.811,,,
bcl2a,0.765,,,
bcl2b,-0.591,,,
bcl2l1,1.226,,,
bcl2l10,1.621,,,
bcl2l11,0.423,,,
bcl2l13,1.089,,,
bcl2l16,0.368,,,
bcl3,0.288,,,
bcl6aa,0.919,,,
bcl6ab,1.738,,,
bcl6b,-1.247,,,
bcl7a,1.146,,,
bcl7ba,0.917,,,
bcl7bb,1.286,,,
bcl9,1.274,,,
bcl9l,0.794,,,
bco1,0.862,,,
bco1l,0.047,,,
bco2a,0.842,,,
bco2b,-0.787,,,
bco2l,0.179,,,
bcor,0.931,,,
bcorl1,0.339,,,
bcr,0.300,,,
bcs1l,0.344,,,
bdh1,0.943,,,
bdh2,1.339,,,
bdkrb1,-4.000,,,
bdkrb2,-0.212,,,
bdnf,0.403,,,
bean1,-0.325,,,
becn1,1.137,,,
bend3,0.673,,,
BEND4,-1.331,,,
bend5,0.031,,,
best1,-1.079,,,
best2,-1.778,,,
best4,-1.699,,,
bet1,1.261,,,
bet1l,1.114,,,
bfb,-0.237,,,
BFSP1,-1.079,,,
bfsp2,-1.046,,,
bglap,-0.196,,,
bglapl,-0.721,,,
bgna,0.131,,,
bgnb,0.432,,,
bhlha15,-0.322,,,
bhlha9,0.811,,,
bhlhe22,-0.115,,,
bhlhe23,-0.222,,,
bhlhe40,1.306,,,
bhlhe41,0.117,,,
bhmt,2.326,,,
bicc1a,0.365,,,
bicc1b,0.697,,,
bicc2,-4.000,,,
bicd1a,-0.787,,,
bicdl1,-1.062,,,
bicdl2,1.057,,,
bicdl2l,1.192,,,
bicra,0.477,,,
bicral,0.326,,,
bida,1.616,,,
bik,1.348,,,
bin1a,-0.490,,,
bin1b,0.444,,,
bin2a,0.523,,,
bin2b,1.558,,,
bin3,0.325,,,
birc2,1.569,,,
birc5a,1.236,,,
birc5b,-0.651,,,
birc6,-0.183,,,
birc6-as2,-2.477,,,
birc7,-4.000,,,
bivm,-0.030,,,
blcap,1.712,,,
blf,0.174,,,
blk,-1.015,,,
blm,0.251,,,
blmh,1.609,,,
blnk,-0.416,,,
bloc1s1,1.387,,,
bloc1s2,1.055,,,
bloc1s3,0.870,,,
bloc1s4,0.720,,,
bloc1s5,0.577,,,
bloc1s6,1.547,,,
blvra,0.940,,,
blvrb,1.269,,,
blzf1,0.848,,,
bmb,0.400,,,
bmf1,0.415,,,
bmf2,0.097,,,
bmi1a,0.674,,,
bmi1b,0.748,,,
bmp10,-1.301,,,
bmp10l,-4.000,,,
bmp15,-1.155,,,
bmp16,-0.086,,,
bmp1a,1.261,,,
bmp1b,-0.504,,,
bmp2a,0.951,,,
bmp2b,1.209,,,
bmp2k,1.138,,,
bmp3,1.340,,,
bmp4,1.419,,,
bmp5,1.270,,,
bmp6,0.378,,,
bmp7a,-0.273,,,
bmp7b,1.379,,,
bmp8a,-0.145,,,
bmper,1.251,,,
bmpr1aa,1.421,,,
bmpr1ab,1.487,,,
bmpr1ba,1.192,,,
bmpr1bb,0.578,,,
bmpr2a,0.334,,,
bmpr2b,0.921,,,
bms1,0.970,,,
bmt2,0.754,,,
BNC1,0.732,,,
bnc2,0.950,,,
bnip1a,0.309,,,
bnip1b,-0.167,,,
bnip2,0.907,,,
bnip3,-0.016,,,
bnip3la,1.420,,,
bnip3lb,0.975,,,
bnip4,1.609,,,
bnipl,1.598,,,
boc,1.616,,,
bod1,1.474,,,
bod1l1,0.528,,,
boka,1.075,,,
bokb,-0.242,,,
bola1,1.239,,,
BOLA2,0.602,,,
bola3,0.971,,,
bop1,0.857,,,
bora,0.688,,,
borcs5,0.407,,,
borcs7,0.563,,,
borcs8,1.013,,,
bpgm,0.594,,,
bphl,0.623,,,
bpifcl,-1.363,,,
bpnt1,1.315,,,
bptf,0.929,,,
braf,0.441,,,
brap,0.548,,,
brat1,0.579,,,
brca2,-0.141,,,
brcc3,0.035,,,
brd1a,0.539,,,
brd1b,1.141,,,
brd2a,2.005,,,
brd2b,0.079,,,
brd3a,1.472,,,
brd3b,1.427,,,
brd4,1.074,,,
brd7,1.156,,,
brd8,1.082,,,
brd9,0.739,,,
brdt,1.237,,,
brf1a,0.329,,,
brf1b,0.448,,,
brf2,-0.298,,,
bri3,1.045,,,
bri3bp,0.776,,,
bricd5,-0.325,,,
brinp1,-1.778,,,
brinp2,-0.041,,,
brinp3a.1,0.377,,,
brinp3a.2,-0.099,,,
brinp3b,-0.585,,,
brip1,0.743,,,
brk1,2.133,,,
brms1,0.611,,,
brms1la,1.007,,,
brms1lb,0.387,,,
brox,0.576,,,
brpf1,0.810,,,
brpf3a,0.327,,,
brpf3b,0.068,,,
brsk2b,-0.579,,,
brwd1,0.655,,,
brwd3,0.973,,,
bscl2,1.111,,,
bscl2l,-0.658,,,
bsdc1,1.572,,,
bsg,1.934,,,
bsk146,-0.234,,,
bsna,-1.222,,,
bsnb,-0.706,,,
bsnd,-0.436,,,
bspry,0.401,,,
bsx,-4.000,,,
btaf1,0.933,,,
btbd10a,0.969,,,
btbd10b,1.857,,,
btbd11a,0.460,,,
btbd11b,0.071,,,
btbd16,-4.000,,,
btbd17a,-0.787,,,
btbd17b,-0.737,,,
btbd18,-0.699,,,
btbd2a,0.711,,,
btbd2b,0.742,,,
btbd3a,0.561,,,
btbd3b,-0.548,,,
btbd6a,0.926,,,
btbd6b,1.177,,,
btbd7,-0.210,,,
btbd9,0.889,,,
btc,0.852,,,
btd,0.659,,,
btf3,2.155,,,
btf3l4,1.761,,,
btg1,2.341,,,
btg2,2.646,,,
btg3,1.527,,,
btg4,-4.000,,,
btk,-0.110,,,
btr01,0.609,,,
btr02,0.720,,,
btr05,-4.000,,,
btr06,-2.477,,,
btr07,-0.844,,,
btr09,0.086,,,
btr12,1.153,,,
btr16,-1.778,,,
btr18,0.186,,,
btr20,-1.574,,,
btr22,-0.685,,,
btr23,0.226,,,
btr24,-0.678,,,
btr25,-0.420,,,
btr26,-0.523,,,
btr29,-1.778,,,
btr30,0.954,,,
btr31,-0.602,,,
btr32,-4.000,,,
btr33,-0.796,,,
bub1,0.977,,,
bub1ba,0.871,,,
bub1bb,0.589,,,
bub3,1.751,,,
buc,-4.000,,,
buc2l,-4.000,,,
bud23,1.052,,,
bud31,1.596,,,
bves,-0.265,,,
BX000363.1,-0.933,,,
BX000364.1,-4.000,,,
BX000364.3,-2.176,,,
BX000434.1,-4.000,,,
BX000438.1,-1.477,,,
BX000438.2,0.867,,,
BX000444.1,-4.000,,,
BX000447.1,-4.000,,,
BX000451.1,-0.805,,,
BX000460.1,-4.000,,,
BX000463.1,-4.000,,,
BX000463.2,-4.000,,,
BX000522.1,-1.155,,,
BX000524.1,-4.000,,,
BX000524.2,-4.000,,,
BX000534.1,-4.000,,,
BX000534.2,-4.000,,,
BX000696.1,-1.331,,,
BX000696.2,-4.000,,,
BX000701.1,-0.004,,,
BX000701.2,-0.614,,,
BX000705.1,-4.000,,,
BX000981.1,-4.000,,,
BX000981.12,-4.000,,,
BX000981.2,-4.000,,,
BX000981.5,-4.000,,,
BX000981.6,-4.000,,,
BX000985.1,-4.000,,,
BX000991.1,-4.000,,,
BX001014.1,-4.000,,,
BX001014.2,-0.114,,,
BX001023.1,0.036,,,
BX001023.2,-4.000,,,
BX001026.1,-0.295,,,
BX001030.1,2.516,,,
BX001030.2,-4.000,,,
BX001047.1,-4.000,,,
BX001050.1,-1.079,,,
BX004768.1,-4.000,,,
BX004769.1,-0.714,,,
BX004770.1,-4.000,,,
BX004771.1,-4.000,,,
BX004774.1,-4.000,,,
BX004774.2,-0.284,,,
BX004779.1,-4.000,,,
BX004779.2,-4.000,,,
BX004780.1,-0.844,,,
BX004785.1,-4.000,,,
BX004785.2,-0.032,,,
BX004785.3,-0.044,,,
BX004800.1,-4.000,,,
BX004803.1,-4.000,,,
BX004812.1,-4.000,,,
BX004816.1,-0.787,,,
BX004816.2,-4.000,,,
BX004816.3,-4.000,,,
BX004823.1,-0.067,,,
BX004840.1,-4.000,,,
BX004840.2,-4.000,,,
